heap_len	heap_nanos  heap_mc_len	heap_mc_len_percent	heap_mc_nanos	heap_mc_circuit	
36167.633515	7234315000	36167.633515	1.000000	13994700	[{"x":345.9203786124985,"y":8667.765097904232},{"x":711.4343590154291,"y":5083.794147612888},{"x":4229.780413411957,"y":5568.963544698145},{"x":5692.931773037908,"y":4797.909406746425},{"x":5363.933931203327,"y":2605.3578439290377},{"x":8502.979800485613,"y":736.3931079790344},{"x":8254.92548008257,"y":1639.2107741359628},{"x":8611.559023027952,"y":1748.0261793958289},{"x":8774.562736954167,"y":2831.981003148938},{"x":6871.371207147917,"y":4518.386807135012},{"x":7364.2125205973825,"y":5627.16312539262},{"x":8590.259319608105,"y":5900.927987647445},{"x":7238.610778846782,"y":7092.298731546714},{"x":9134.264493889652,"y":8655.800602854813},{"x":6913.819251567565,"y":8765.250646076518},{"x":2272.2256437644355,"y":8113.359293566597},{"x":2093.399900677636,"y":8722.119398069666},{"x":1766.1980669627421,"y":9337.80587103491}]
41295.496291	1249293300	41295.496291	1.000000	7001700	[{"x":421.7540307216677,"y":127.02861121030833},{"x":3345.812407089752,"y":281.5725415436137},{"x":3042.676099657304,"y":3811.504611584138},{"x":4105.86059946221,"y":3421.1623011790048},{"x":6855.962158454372,"y":4252.539317079296},{"x":8443.821368040695,"y":3410.3329846047986},{"x":7811.494704751669,"y":1997.3596302097624},{"x":9213.246476969609,"y":1582.1471338442207},{"x":9755.560638208653,"y":4065.962333879637},{"x":8606.09249510764,"y":5181.736770992431},{"x":9340.008637424893,"y":5777.3760197407255},{"x":9606.1159959876,"y":7812.891593492323},{"x":7460.67038173988,"y":8227.536810474277},{"x":6408.635809479577,"y":8120.777089305024},{"x":3843.465304594694,"y":6655.069595000787},{"x":84.515019654303,"y":8420.088861095317},{"x":414.1730177279461,"y":7174.898571639885},{"x":1206.1494332525774,"y":2812.314817593673}]
33396.955553	55012200	33396.955553	1.000000	2001100	[{"x":9698.031244078444,"y":1277.4151210180355},{"x":7997.029894326527,"y":3375.7907071266313},{"x":7746.924211981262,"y":3502.7822277719074},{"x":9198.804614483577,"y":4468.127496032241},{"x":8252.551989601243,"y":6404.136996888885},{"x":6598.957803274989,"y":8962.45174208774},{"x":5893.289479214329,"y":7798.832450266728},{"x":5067.681385339788,"y":7171.118115773152},{"x":2702.017355936363,"y":7948.389398162554},{"x":1285.0656861611435,"y":6478.496659610894},{"x":3350.4376288672916,"y":5649.892707581762},{"x":4131.499923639298,"y":5063.863004586952},{"x":4711.646707084812,"y":4390.082320291216},{"x":4296.853543060945,"y":4443.103697934984},{"x":1844.3246038314326,"y":2895.6184948706386},{"x":2004.2914229798894,"y":2632.601767489166},{"x":2377.9889316247272,"y":2616.050849564187},{"x":5182.484937049354,"y":83.04222151532898}]
40964.780660	3823633300	40964.780660	1.000000	8994500	[{"x":486.1158956917766,"y":556.5668136531152},{"x":7567.934213352581,"y":1427.5908952322345},{"x":9985.058737783973,"y":2767.9264445137615},{"x":9320.269809363786,"y":4132.075715298362},{"x":7939.507177674795,"y":4655.555940621307},{"x":5726.719826814351,"y":5301.904482929426},{"x":5050.367101835145,"y":4265.8620780381425},{"x":4155.301110064644,"y":5617.82196934268},{"x":5070.576908713065,"y":5566.188053760919},{"x":5756.541926189046,"y":7738.467506119956},{"x":6519.8362684064095,"y":7585.135114683281},{"x":6756.176210333739,"y":8821.848171930695},{"x":4543.3240170587715,"y":8616.533002330629},{"x":3785.4713800686823,"y":9944.802279925781},{"x":966.4480347955398,"y":9268.437458154885},{"x":3672.180067298035,"y":7845.546056222076},{"x":2715.9283869290075,"y":6130.193406251589},{"x":1819.4367755550388,"y":3782.560819224245}]
38113.702411	1416492900	38113.702411	1.000000	7000600	[{"x":383.727109474012,"y":773.5918169231682},{"x":4557.826484169269,"y":1761.4482490896025},{"x":4448.116871515662,"y":3234.2803560340317},{"x":5553.136925577264,"y":3816.9120012029507},{"x":6628.681264411341,"y":3298.7911802034837},{"x":8182.257595287686,"y":1932.5769687481961},{"x":9782.925507828582,"y":2118.633367921735},{"x":8819.319725396579,"y":2986.6698674005797},{"x":8019.178276699677,"y":3417.843536428129},{"x":7047.35331401416,"y":5868.393897181041},{"x":9093.711950034449,"y":9531.712517158418},{"x":8109.8316088671145,"y":9510.305435936636},{"x":5288.249819622455,"y":9855.249135938215},{"x":5082.067439368686,"y":6686.129049616704},{"x":4491.10298609444,"y":6484.052959860274},{"x":1914.00094148565,"y":6932.496437933295},{"x":505.52491633326576,"y":3262.5435273100456},{"x":1285.4483174621944,"y":2303.2804072446993}]
38795.413446	21006500	38795.413446	1.000000	998800	[{"x":176.10252582145336,"y":9656.594656361905},{"x":1.0927202338202298,"y":6462.762899009787},{"x":3137.2480483640484,"y":5262.638680271476},{"x":388.133991796129,"y":1924.116564227855},{"x":1743.248103994192,"y":1294.7427319400326},{"x":3384.647632996676,"y":1890.3417066723075},{"x":5250.483873530363,"y":271.16331655951495},{"x":6993.319871979441,"y":792.4434133076262},{"x":7847.803191035657,"y":1309.316600364079},{"x":8813.580917971842,"y":1576.5101589972937},{"x":9951.216125440656,"y":2136.623723956371},{"x":6283.9669018144,"y":5533.512733531967},{"x":8094.539819336595,"y":6916.601707060787},{"x":7475.913498999167,"y":8512.450969252066},{"x":7591.9762982452,"y":9045.917859457724},{"x":6948.324176287241,"y":9141.238862659744},{"x":4720.992972702529,"y":9195.500738863846},{"x":1530.934357843487,"y":8998.763788045637}]
35709.278569	116025500	35709.278569	1.000000	3000700	[{"x":8856.577006458185,"y":9205.785969031145},{"x":4837.81924107357,"y":7590.127324263589},{"x":4803.689206909348,"y":6689.333747177711},{"x":4821.955104753683,"y":5455.109392220038},{"x":2798.0480400803076,"y":5839.219614257626},{"x":2335.8483019301098,"y":6221.748768920499},{"x":2549.425670494565,"y":5080.149915846371},{"x":769.149955026535,"y":1176.7061230217503},{"x":1535.9934002955274,"y":169.68005904162555},{"x":5414.479669859711,"y":386.27526174478453},{"x":4938.861902192811,"y":3041.9102705332275},{"x":5689.826258830118,"y":2691.7533956813295},{"x":6176.27828223086,"y":2475.395128717177},{"x":6353.091826775583,"y":1464.344274505139},{"x":8259.756473234473,"y":1264.9003166618786},{"x":9123.01693274877,"y":2663.6884488551914},{"x":8359.46585075486,"y":6700.819441861388},{"x":9611.558141715193,"y":8499.37896959201}]
42164.231647	3033775400	42164.231647	1.000000	10002000	[{"x":9641.737376381085,"y":682.6836922069086},{"x":8921.17183131965,"y":2670.1202227349395},{"x":8930.22508484571,"y":6622.106583758337},{"x":7527.7146838885155,"y":7132.671050776595},{"x":7705.575656911724,"y":9037.435440343352},{"x":5449.297782139392,"y":9289.125073732415},{"x":1534.5148201549182,"y":9656.458529549323},{"x":107.81386347044635,"y":6194.805671671789},{"x":2193.367193183874,"y":6857.65397021829},{"x":2297.9772194658203,"y":6037.2622502290305},{"x":3554.4153113450943,"y":5189.000871941907},{"x":4558.040290873601,"y":6265.905405868044},{"x":5013.09523500289,"y":4407.79373258045},{"x":4091.760298014451,"y":4094.565353177691},{"x":920.6701821383714,"y":1588.4011483495474},{"x":5160.860317754015,"y":1828.6230562613448},{"x":5929.650932094809,"y":1980.9849355708686},{"x":8041.915697608959,"y":2680.069279803017}]
39419.333865	4538740100	39419.333865	1.000000	8002000	[{"x":832.5075110122513,"y":9382.835610873506},{"x":917.5488301142694,"y":7653.810789155758},{"x":1751.0606617532546,"y":6146.988719701147},{"x":3658.2534600693457,"y":3299.273801168044},{"x":3933.636408718478,"y":103.41910349730695},{"x":5651.333433549787,"y":2179.316705918342},{"x":5424.3530496203275,"y":4053.373102322392},{"x":7405.71248862924,"y":3041.6168439037115},{"x":6826.36499316664,"y":1487.0494069322597},{"x":8304.056704772554,"y":1178.527461987366},{"x":8757.910660394129,"y":425.4686603850968},{"x":9723.93725295558,"y":1781.8029174527921},{"x":9442.90268631551,"y":6008.299632031459},{"x":6219.307519089469,"y":6086.269316618001},{"x":4727.935116803013,"y":7155.775920729538},{"x":5166.736154352429,"y":7992.199478397775},{"x":2886.6588940644087,"y":7793.861427944635},{"x":3358.0301259945068,"y":9484.25919011757}]
33258.139119	447137700	33258.139119	1.000000	962900	[{"x":170.92641839903334,"y":8437.419773597727},{"x":31.12282581203841,"y":6202.2736409678555},{"x":2430.834871921721,"y":6031.836295423079},{"x":4776.825846865609,"y":5865.256789121859},{"x":6319.606699887886,"y":5590.351180877139},{"x":7315.8928316208485,"y":3999.9134993863663},{"x":6751.931780433114,"y":2268.59563104347},{"x":7686.162282140394,"y":2728.2771325208605},{"x":8251.562210595162,"y":2962.460873955726},{"x":9849.901964786126,"y":2456.9660877779575},{"x":9303.980878042092,"y":4503.278673170935},{"x":7816.907228723316,"y":7836.5927705800505},{"x":9057.5383154696,"y":9355.682492573136},{"x":7432.53935344355,"y":9248.64463756537},{"x":5189.566707655647,"y":9257.001938292797},{"x":4805.323443044829,"y":8962.402342972977},{"x":2139.7148683952673,"y":9418.417006001404},{"x":1001.4893755918948,"y":7907.003934867337}]
41229.513916	21048500	41229.513916	1.000000	956800	[{"x":9489.52880751929,"y":484.00261072931374},{"x":8858.180899491628,"y":4437.985490488242},{"x":7657.358054088456,"y":9370.451211183408},{"x":4698.116918973455,"y":5605.897568469202},{"x":4318.712258410094,"y":6662.23742497606},{"x":2716.068028504312,"y":6808.709317765914},{"x":3240.018102800485,"y":7746.6377589767},{"x":1673.9947055477746,"y":9924.431785996814},{"x":482.0473887366678,"y":9262.62987701438},{"x":338.4211222043047,"y":8628.63453292137},{"x":163.71313212133612,"y":7705.461677781595},{"x":57.350180276298644,"y":2876.407356357563},{"x":373.3674241371477,"y":1815.2946134207268},{"x":1183.836120331934,"y":171.93309780402302},{"x":5015.374869936705,"y":1184.7174612438496},{"x":6549.87076585354,"y":2265.4090580713673},{"x":7563.325343546444,"y":2916.936541845179},{"x":8800.589334143859,"y":1426.1756491787921}]
37292.581028	680688600	37292.581028	1.000000	3000500	[{"x":9152.677926012364,"y":1213.4338750926177},{"x":5913.652055243983,"y":3540.208387046803},{"x":6378.315119706744,"y":4950.123310302729},{"x":6329.8409178454185,"y":5006.091152796067},{"x":5923.911367212112,"y":5680.904219221417},{"x":7858.91932949885,"y":6114.699057619202},{"x":9320.248147115526,"y":8078.838630151846},{"x":5385.641813234682,"y":6877.60260162385},{"x":4856.068992589921,"y":8173.106297006757},{"x":4458.998621078141,"y":9311.067870600007},{"x":1600.194734534412,"y":9190.88300047453},{"x":1808.7979330308588,"y":8549.352913291976},{"x":2925.1356284015055,"y":4919.183271874615},{"x":1376.3983183769749,"y":3228.5250475692906},{"x":1220.6935010599038,"y":2298.0262978766814},{"x":3490.1143083369507,"y":1475.9692387919636},{"x":3388.8582321902268,"y":473.41366316798263},{"x":3796.866582349763,"y":458.3203778259603}]
37468.102254	7712239000	37468.102254	1.000000	8002400	[{"x":6426.001146453733,"y":9874.857347747748},{"x":5484.522434606861,"y":7324.160387384093},{"x":6379.976851964418,"y":6718.8725185733565},{"x":7009.797203257854,"y":5995.38769549811},{"x":4360.055991451498,"y":5897.607217225639},{"x":1108.0255229758254,"y":6179.739408756583},{"x":852.6153232453785,"y":4369.57776552342},{"x":1993.7184346501085,"y":3525.4917597707013},{"x":4118.656863082393,"y":3802.4643924797515},{"x":6602.627742832909,"y":2922.5633745584983},{"x":6529.358804093294,"y":1595.5349157095143},{"x":5864.083118418869,"y":1255.3514741792621},{"x":4579.911085521685,"y":363.1091632536829},{"x":5710.234243974886,"y":403.12503619929004},{"x":8520.699997074273,"y":27.346247176339485},{"x":8629.092553216475,"y":2929.786187827312},{"x":8558.767820738956,"y":5797.963429434077},{"x":9134.326803697168,"y":7461.221540899043}]
34432.146712	10993000	34432.146712	1.000000	0	[{"x":488.9224286818456,"y":2047.2164832419453},{"x":1327.3687570204374,"y":1985.111982530775},{"x":4272.527704840838,"y":596.3902254559486},{"x":6130.101213660769,"y":2490.739161043008},{"x":8044.41617311786,"y":1731.2952417107865},{"x":8252.814811611699,"y":1248.8022198618528},{"x":9509.99880775413,"y":3122.6652589231408},{"x":9626.606169212228,"y":7605.836215161426},{"x":9654.460480808364,"y":8753.66181879131},{"x":9544.554515505995,"y":9062.371054978015},{"x":8168.15726289987,"y":9135.452881252719},{"x":6574.309135203611,"y":9585.689377279426},{"x":5986.548521198154,"y":7734.255722212474},{"x":4967.14615404742,"y":8742.174662061274},{"x":3467.707061754265,"y":7201.153780718679},{"x":2590.0887228928364,"y":7953.168439461788},{"x":555.3627797635141,"y":6565.209417829735},{"x":1086.0110970593994,"y":3247.0290185964313}]
34713.338992	5844148600	34713.338992	1.000000	19004300	[{"x":1310.0330333743943,"y":2502.002936653442},{"x":2858.2324371254126,"y":2595.910522929076},{"x":4191.2719921332655,"y":3319.1871190894885},{"x":7344.9871758353,"y":925.9171666395254},{"x":8356.801535883986,"y":4077.0132976537247},{"x":8421.74431769782,"y":7007.240383607754},{"x":8465.403974492705,"y":7559.632166034776},{"x":8598.735572683823,"y":7523.3528519400425},{"x":9055.538489168297,"y":7981.2813995101715},{"x":9806.15735834357,"y":8038.856182391607},{"x":8465.421033056784,"y":9120.349888665063},{"x":7064.004390347564,"y":8082.6451344501875},{"x":6355.506869221742,"y":7335.594051337802},{"x":5480.222139548056,"y":5804.626894233242},{"x":4252.821062787711,"y":6976.512151924161},{"x":4282.81961600835,"y":9187.166719213765},{"x":1756.1137342664083,"y":8286.597520383631},{"x":2890.2454161955166,"y":7105.144223997084}]
32044.985946	360140700	32044.985946	1.000000	2931600	[{"x":981.1632279935121,"y":556.2201366566491},{"x":2989.0156638821354,"y":1482.8437842340613},{"x":5347.283713248033,"y":2505.157079349583},{"x":8089.229328108441,"y":2199.182150049315},{"x":8333.09851361156,"y":3003.141298115123},{"x":8878.085176903045,"y":3690.1622891766187},{"x":7006.149529119822,"y":6983.819429018462},{"x":7829.844216437544,"y":8936.048414688596},{"x":7492.623070882379,"y":9288.891725773112},{"x":7506.435205775364,"y":9529.43011131002},{"x":5092.240590386241,"y":9174.545679796924},{"x":4466.0146335579975,"y":9821.934412411281},{"x":4635.096892673584,"y":8980.400850519405},{"x":5064.495891425092,"y":4784.193610888116},{"x":4304.290855709058,"y":4527.103389594392},{"x":3965.15632850363,"y":4125.654713960312},{"x":2642.9566157750555,"y":5045.69147371147},{"x":1673.08554150882,"y":2815.132775213606}]
34046.427635	163050600	34046.427635	1.000000	0	[{"x":9650.647591954492,"y":9969.97191712616},{"x":6249.903030032503,"y":9919.888090155591},{"x":3979.1785319010887,"y":7922.428375963876},{"x":1012.3927534706243,"y":7350.748252769041},{"x":386.6507406076202,"y":5716.2317877945825},{"x":1355.8639459334256,"y":5492.720966429803},{"x":5152.057404204374,"y":3149.425398689983},{"x":4923.269699760168,"y":1734.369015524319},{"x":6091.533701592974,"y":769.7822072120315},{"x":6184.84243505624,"y":2093.396664112143},{"x":6845.304825681456,"y":2484.7337468514643},{"x":7575.97181936098,"y":1972.6056920607975},{"x":9502.55655084645,"y":1931.4394095033233},{"x":8647.267903425743,"y":2604.8945152594583},{"x":7563.068998707535,"y":3251.7875987509033},{"x":8132.995096910129,"y":3955.185451685189},{"x":8563.45590618051,"y":5859.131938287676},{"x":8905.38905304753,"y":8610.733311295086}]
36129.242854	508646200	36129.242854	1.000000	3000700	[{"x":458.4256489426056,"y":2.3941560886833724},{"x":2125.155344123644,"y":411.68540639394604},{"x":2776.284682929589,"y":907.1409698738526},{"x":6524.784451683451,"y":480.41241030222324},{"x":7033.392315615394,"y":1755.5974170329225},{"x":8376.621200654123,"y":4116.357261200159},{"x":9254.43878685149,"y":4440.5979443283395},{"x":9433.288896576827,"y":5636.005383132242},{"x":7543.061048876126,"y":5661.7845793769975},{"x":7253.3367758466275,"y":8899.836218565459},{"x":5375.926967797324,"y":8246.039715258108},{"x":2084.6409895534543,"y":9551.507581095198},{"x":3510.068007662675,"y":7769.766890392412},{"x":3284.730290135886,"y":6891.137621498763},{"x":1379.020470287846,"y":5650.760237992915},{"x":1489.1098115489592,"y":4499.760785300989},{"x":3144.887753298943,"y":2305.6195203952193},{"x":2020.5129114410058,"y":1149.3828799664695}]
33564.164081	3143216000	33564.164081	1.000000	6000700	[{"x":7908.537980606122,"y":1223.435680505274},{"x":9265.476807785071,"y":3656.4563853542754},{"x":7653.983064701547,"y":2997.157647423057},{"x":6543.916778414847,"y":2627.0280417800914},{"x":3927.672678342969,"y":3542.4139535746804},{"x":3441.1158921153083,"y":3595.5614488701594},{"x":3905.895839073649,"y":4373.93303298999},{"x":4424.081986616603,"y":6634.173781417343},{"x":5565.952006026332,"y":7260.88325893398},{"x":6711.128235937676,"y":7902.792097930585},{"x":6001.702016594357,"y":8594.956514475663},{"x":4480.893198048852,"y":9459.293549213991},{"x":4080.0520244027157,"y":8622.422667366669},{"x":1529.4601924190931,"y":5328.714036589444},{"x":17.83767229347187,"y":4460.921786908228},{"x":1911.4528150810054,"y":3556.2832084884753},{"x":2713.5052893164507,"y":2800.3587719328993},{"x":4497.767733564965,"y":956.3845369065277}]
31991.187841	202048200	31991.187841	1.000000	1999900	[{"x":7403.355832623783,"y":88.55284480611901},{"x":7150.436272284518,"y":2677.2859024158015},{"x":7460.946000982326,"y":4546.009540643573},{"x":6104.467047048899,"y":6719.461403301642},{"x":7479.941391682392,"y":8115.761558817158},{"x":5324.563678113089,"y":9313.01420753143},{"x":2420.3088107289946,"y":9911.334104760346},{"x":3403.237840712676,"y":9007.329696464427},{"x":3269.4209433113674,"y":8482.636679033558},{"x":3372.7462359949113,"y":7630.324973098679},{"x":3217.519258623799,"y":7602.931959264755},{"x":1077.7986194437328,"y":6607.787720186841},{"x":863.1413852283848,"y":6361.053647106203},{"x":1717.5064980389973,"y":4925.523323748401},{"x":4056.2159711928325,"y":2630.5510321739735},{"x":3706.445265023075,"y":2472.0103663974373},{"x":2899.360792098074,"y":541.0987547279201},{"x":4799.230823421502,"y":515.864385514314}]
34951.956582	2056675600	34951.956582	1.000000	5997800	[{"x":1162.9477290658883,"y":9303.878480952098},{"x":2894.4371438929224,"y":5781.151754142658},{"x":2552.647448943285,"y":4077.8285498997443},{"x":923.7686470149625,"y":3784.875103676067},{"x":1532.1241792256271,"y":2319.039580111211},{"x":4607.701210511944,"y":3404.772637832431},{"x":5117.570676633984,"y":4501.154367919266},{"x":5096.317237283481,"y":5952.756736078652},{"x":7077.274894209223,"y":4127.607597353824},{"x":8526.809990321546,"y":4233.171955103457},{"x":8789.84412752138,"y":4472.953378489073},{"x":7717.265333488619,"y":5085.399710862892},{"x":7398.287836445306,"y":6205.392682947908},{"x":8717.366238450868,"y":6797.3930185408735},{"x":9951.697615868728,"y":7115.136946718062},{"x":7460.549834592441,"y":9570.645184563637},{"x":6844.632459167304,"y":8516.265730846126},{"x":4289.9896500241475,"y":8501.909590586833}]
33057.777596	635604700	33057.777596	1.000000	4001100	[{"x":3490.896603088963,"y":36.95677156672997},{"x":7654.091010990969,"y":2142.685889650432},{"x":8866.51396517262,"y":5148.114502230602},{"x":9543.245942950534,"y":8109.383830042024},{"x":9020.22565093277,"y":8625.36481663834},{"x":7760.015814891912,"y":8186.483645719145},{"x":5961.882171210611,"y":8421.650359352163},{"x":6682.942498076928,"y":7117.990744933637},{"x":7018.875531924722,"y":6788.136525796062},{"x":6457.569650007953,"y":6162.119134562498},{"x":4519.886902071628,"y":5401.747315654277},{"x":4275.863602926372,"y":6945.078710500839},{"x":1913.292756089197,"y":5375.507612393831},{"x":1429.021481898158,"y":5641.569053429076},{"x":653.5179233148554,"y":4860.784140989672},{"x":2455.8386480840404,"y":4763.494924929249},{"x":3082.68597733748,"y":4365.924976454047},{"x":3984.463986573031,"y":3503.389155295914}]
38596.688492	6117101600	38596.688492	1.000000	31010600	[{"x":9993.199317827668,"y":7425.179451372687},{"x":8184.6573026270235,"y":9327.994350001294},{"x":5524.996956398853,"y":7409.9113064836365},{"x":5108.154681534118,"y":6736.439492105632},{"x":4927.328044350165,"y":5857.352376867662},{"x":5937.024757215977,"y":5472.768978257617},{"x":4385.413424326982,"y":4687.436143513321},{"x":1176.79522592947,"y":9090.661474325289},{"x":1259.0847522540164,"y":4997.061411986387},{"x":1686.9349981166138,"y":4727.8007659707455},{"x":2326.566134828887,"y":4477.903293488136},{"x":915.2573852998802,"y":2513.616079572889},{"x":2772.1495497538212,"y":2055.048781431443},{"x":5188.6546328865525,"y":666.491994144193},{"x":5924.535798401243,"y":152.06872877896276},{"x":5463.052371564497,"y":1534.4651677900658},{"x":5493.745776853879,"y":1558.1318176891166},{"x":8887.039901330862,"y":3613.999219642935}]
40430.013886	1633865900	40430.013886	1.000000	7001900	[{"x":1133.7328137528696,"y":130.39494860737605},{"x":4241.106161962838,"y":2029.0454273985063},{"x":5414.633153220893,"y":3824.2416427823373},{"x":7015.823170998639,"y":1880.3570174345432},{"x":6242.295477323088,"y":892.1558842488664},{"x":8006.354151144306,"y":300.04407774643636},{"x":9302.090275352948,"y":2766.7939031236356},{"x":8866.945130369082,"y":4986.443559405585},{"x":8452.074391814636,"y":8882.895839568939},{"x":7394.5362180169905,"y":8588.901330277176},{"x":6817.71366554277,"y":7593.614676852019},{"x":5485.2349904892235,"y":8969.13295832115},{"x":3016.335886281957,"y":7873.4628762527855},{"x":770.3243305245358,"y":8274.180580481598},{"x":2802.0310495930216,"y":6027.762520089458},{"x":3790.477328778282,"y":5919.547444316439},{"x":1846.587211107595,"y":2500.045727904107},{"x":626.1045523044619,"y":997.5561440022377}]
33331.492959	208250700	33331.492959	1.000000	4001000	[{"x":8612.627104650914,"y":7226.772895534486},{"x":7320.60057640863,"y":6640.271131448432},{"x":4489.413879138146,"y":6493.304070055245},{"x":4079.5865104174104,"y":5999.280796944772},{"x":3133.0793487125343,"y":5647.57774652775},{"x":3115.762806780286,"y":7405.966297575285},{"x":2993.4827784124273,"y":9013.465825934785},{"x":1279.4527578599266,"y":6460.511070116653},{"x":2334.084544140001,"y":5301.480756822219},{"x":254.2307538675676,"y":3611.4921783478403},{"x":1185.233372625822,"y":1832.6046912408347},{"x":3006.3007089388525,"y":291.7696135548152},{"x":4819.386254968388,"y":862.4560298758533},{"x":3469.5416316561923,"y":3123.8031138568717},{"x":5269.308056564844,"y":3727.4104129604725},{"x":5777.87765742661,"y":3402.9961501110465},{"x":7144.07690825396,"y":3625.0352052683324},{"x":7522.060419361187,"y":4089.9961451620998}]
37294.066120	54946500	37294.066120	1.000000	1007800	[{"x":1516.9236543299503,"y":9666.897062356717},{"x":758.3253676981042,"y":7428.196749752648},{"x":920.4917294697651,"y":5567.142970517284},{"x":1922.686737227037,"y":3287.1743351509726},{"x":1425.5305364389512,"y":2105.70193561316},{"x":2556.7391805691154,"y":1295.0056641004398},{"x":4768.092627343791,"y":550.5951296960725},{"x":5423.828217446596,"y":2267.9365193297617},{"x":7553.9086852069895,"y":2045.0036580625467},{"x":9965.929988395987,"y":2964.161555858464},{"x":9593.588746942654,"y":3960.757580476348},{"x":9768.198219588683,"y":5752.117818097882},{"x":9817.833390438012,"y":6475.47855661367},{"x":8455.652812308148,"y":9205.012498464868},{"x":7356.211931743751,"y":7814.335012197058},{"x":5088.950780611358,"y":6379.107001427621},{"x":4573.408258526352,"y":4623.794286890725},{"x":1703.627432838657,"y":8131.570995763069}]
38177.586556	749496600	38177.586556	1.000000	2002100	[{"x":9463.31007652851,"y":1982.1975651833445},{"x":9198.951713715322,"y":6412.5810679795295},{"x":7704.303486118618,"y":6036.569188658649},{"x":6602.648728643692,"y":4337.425643806502},{"x":6181.945387388819,"y":5398.641882711506},{"x":5278.179952172611,"y":6187.000714974812},{"x":2933.960102623027,"y":7002.4305034041545},{"x":2192.5385249904016,"y":6736.777384560429},{"x":2557.006245126655,"y":9037.206424541666},{"x":56.681672672334926,"y":7256.693684593164},{"x":752.0311354478589,"y":4964.489967586586},{"x":215.18339949282952,"y":990.2687189349227},{"x":1252.5993547543087,"y":218.89618398005797},{"x":1555.963480226365,"y":1729.819374692864},{"x":2942.0181774202133,"y":3635.3632098136427},{"x":3102.216556985586,"y":3216.8765370988754},{"x":6653.666919465818,"y":2238.843780082821},{"x":8756.558016376606,"y":1169.2963951464462}]
39650.959888	12404963300	39650.959888	1.000000	47999800	[{"x":8964.232587197872,"y":1216.6240274327656},{"x":5703.014620377265,"y":2693.213027240463},{"x":4775.004844080382,"y":3374.344806360798},{"x":6036.102371850081,"y":5860.145806371309},{"x":5629.671174935122,"y":6669.178844061051},{"x":5821.646609327747,"y":7261.943033071615},{"x":6743.346787427597,"y":6575.001992481727},{"x":8773.004979713263,"y":7363.01384686624},{"x":7851.308974555104,"y":7912.867936100455},{"x":6776.799185986787,"y":7914.384217527165},{"x":5148.7637091361585,"y":9641.534349037736},{"x":3704.3379523032772,"y":6783.266677222816},{"x":398.1890241167984,"y":8313.156462463392},{"x":23.52213221752134,"y":8553.752196417961},{"x":793.2033383198517,"y":4233.830859980121},{"x":1206.2056295538223,"y":3943.9895110579105},{"x":1389.2620488014647,"y":968.240817524702},{"x":4516.800983548665,"y":1283.708838188308}]
43579.110902	13489514300	43579.110902	1.000000	16003200	[{"x":640.2078988254435,"y":9701.351249480236},{"x":1746.2054600771155,"y":7325.835826344578},{"x":3730.2302584434483,"y":4946.086596183682},{"x":4447.474607216346,"y":4914.041626060091},{"x":5429.858102907457,"y":5122.986751734},{"x":5102.714221094197,"y":3746.94302178977},{"x":2077.1418289810554,"y":1127.820501456306},{"x":1672.8533310921634,"y":819.393035680044},{"x":858.3468319003094,"y":210.24681376120085},{"x":4158.773396038285,"y":267.4883113236192},{"x":6059.731242442239,"y":2199.466378205643},{"x":6789.670120039029,"y":1795.3325048617733},{"x":7249.598755808967,"y":509.28950522238677},{"x":7787.486339940983,"y":126.77984268002446},{"x":9464.92378049326,"y":783.2548007161236},{"x":7131.7414154992375,"y":4846.057092847373},{"x":9075.226148198855,"y":9391.470771881039},{"x":2825.523909658618,"y":8364.948547674561}]
38584.017135	3035919000	38584.017135	1.000000	10020800	[{"x":8522.841437871866,"y":9756.891688523736},{"x":6629.0405890773,"y":9626.729099928736},{"x":5939.73091963007,"y":8718.890069222463},{"x":5936.609331516798,"y":8298.533035713594},{"x":2914.854949499101,"y":9671.547360063236},{"x":3531.065376287977,"y":8141.791916846549},{"x":3079.733697724203,"y":6521.773009650218},{"x":4881.094259967893,"y":6153.5076600808525},{"x":4820.139783136219,"y":3955.627243752558},{"x":2840.7093813817332,"y":3702.9322048000645},{"x":2413.0862389272,"y":3409.5862779467084},{"x":314.14478144421116,"y":707.7765391788511},{"x":1282.3772467531346,"y":559.2014710237527},{"x":2059.6143427895895,"y":229.2940012904988},{"x":5156.305912020781,"y":2882.699777855979},{"x":5700.7120621606755,"y":2647.9629094751026},{"x":6980.03628743604,"y":663.5810920796263},{"x":9037.985721615636,"y":4402.238217203388}]
39843.807207	78047200	39843.807207	1.000000	2000100	[{"x":9802.779262277658,"y":524.4616366616233},{"x":8963.311870838294,"y":2007.227294954405},{"x":9684.280296242294,"y":3641.831920926895},{"x":8597.150266697812,"y":4090.600652471826},{"x":7594.900033974727,"y":4459.894328474382},{"x":6160.504148997231,"y":4662.365590428928},{"x":9251.65949486398,"y":9060.733564586555},{"x":7200.013559668436,"y":9790.435144522266},{"x":5874.93577843757,"y":7756.671794161448},{"x":779.6961836753101,"y":8517.926461877605},{"x":14.535976088101448,"y":7790.111980339462},{"x":532.4915615473309,"y":7256.320452132752},{"x":815.5893795680354,"y":5576.644259374575},{"x":698.9729738053627,"y":4060.4928830976523},{"x":2934.7813447914014,"y":2815.1236202306186},{"x":3481.391554925459,"y":270.3247639716892},{"x":4884.558374436547,"y":202.74266080524404},{"x":5002.449899771695,"y":1274.8310372761168}]
