heap_len	heap_nanos	heap_iterations	heap_clones	heap_mc_len	heap_mc_nanos	heap_mc_iterations	heap_mc_clones	heap_circuit	heap_mc_circuit	
36930.982465	1670020200	104486	104485	36930.982465	13002000	200	133	[{"x":8992.064310487449,"y":537.3129523428565},{"x":7003.115722906654,"y":3257.3888014013223},{"x":7261.36147231726,"y":3650.8814108072024},{"x":6139.342257966711,"y":3920.074876308583},{"x":6877.6597027458665,"y":4359.539221594295},{"x":9728.208110094793,"y":9122.286600788602},{"x":8600.353089677365,"y":8577.866111602056},{"x":8093.7868042886075,"y":8787.849072599283},{"x":5479.423454299068,"y":8053.141159467771},{"x":4266.629803102504,"y":8733.947797722247},{"x":3948.967603947209,"y":8247.6884097792},{"x":1999.985656157367,"y":9724.61165260689},{"x":1889.286239840773,"y":8214.780157449362},{"x":1850.7150663530977,"y":6811.296835160448},{"x":2938.559601769485,"y":5998.957460073979},{"x":1394.661216803025,"y":5530.919038575435},{"x":1662.8579091627,"y":2429.014166116854},{"x":7050.924486285112,"y":778.7725448837314}]	[{"x":8992.064310487449,"y":537.3129523428565},{"x":7003.115722906654,"y":3257.3888014013223},{"x":7261.36147231726,"y":3650.8814108072024},{"x":6139.342257966711,"y":3920.074876308583},{"x":6877.6597027458665,"y":4359.539221594295},{"x":9728.208110094793,"y":9122.286600788602},{"x":8600.353089677365,"y":8577.866111602056},{"x":8093.7868042886075,"y":8787.849072599283},{"x":5479.423454299068,"y":8053.141159467771},{"x":4266.629803102504,"y":8733.947797722247},{"x":3948.967603947209,"y":8247.6884097792},{"x":1999.985656157367,"y":9724.61165260689},{"x":1889.286239840773,"y":8214.780157449362},{"x":1850.7150663530977,"y":6811.296835160448},{"x":2938.559601769485,"y":5998.957460073979},{"x":1394.661216803025,"y":5530.919038575435},{"x":1662.8579091627,"y":2429.014166116854},{"x":7050.924486285112,"y":778.7725448837314}]	
36689.897908	716962300	51920	51919	36689.897908	5002500	114	51	[{"x":36.47167492242552,"y":847.3093944473526},{"x":3651.240521783426,"y":579.3705832179186},{"x":4171.7309021361,"y":3166.3940955984594},{"x":5441.823594293065,"y":3185.6227624808125},{"x":6637.647226411795,"y":1792.1305239474207},{"x":9894.055336372512,"y":2061.527644726009},{"x":8338.080999885078,"y":4042.965357298892},{"x":8453.236464695494,"y":5375.162745998749},{"x":5489.206783358859,"y":4155.019209982061},{"x":5460.232363208813,"y":4646.126973728701},{"x":5332.88424567339,"y":5784.711327643889},{"x":5379.337297428621,"y":8731.708761834821},{"x":4960.203120095926,"y":9786.524281957316},{"x":3493.7832683480556,"y":8945.452608286},{"x":2984.9405649641194,"y":8834.482113886343},{"x":2820.0367432766766,"y":9106.521832671811},{"x":2124.9311875452354,"y":7817.417025031975},{"x":1348.000385692731,"y":5142.226921056476}]	[{"x":36.47167492242552,"y":847.3093944473526},{"x":3651.240521783426,"y":579.3705832179186},{"x":4171.7309021361,"y":3166.3940955984594},{"x":5441.823594293065,"y":3185.6227624808125},{"x":6637.647226411795,"y":1792.1305239474207},{"x":9894.055336372512,"y":2061.527644726009},{"x":8338.080999885078,"y":4042.965357298892},{"x":8453.236464695494,"y":5375.162745998749},{"x":5489.206783358859,"y":4155.019209982061},{"x":5460.232363208813,"y":4646.126973728701},{"x":5332.88424567339,"y":5784.711327643889},{"x":5379.337297428621,"y":8731.708761834821},{"x":4960.203120095926,"y":9786.524281957316},{"x":3493.7832683480556,"y":8945.452608286},{"x":2984.9405649641194,"y":8834.482113886343},{"x":2820.0367432766766,"y":9106.521832671811},{"x":2124.9311875452354,"y":7817.417025031975},{"x":1348.000385692731,"y":5142.226921056476}]	
36900.145581	203724000	12816	12815	36900.145581	0	22	5	[{"x":9536.632227777473,"y":760.3066473816855},{"x":8248.691316742526,"y":3145.603349205219},{"x":8013.834453389635,"y":4810.707189108325},{"x":9912.401641984598,"y":5208.383694376257},{"x":9821.62739757189,"y":7258.760871814323},{"x":5791.894173865262,"y":9166.464291405297},{"x":3324.6563127052295,"y":9189.780994298057},{"x":5229.616193738182,"y":7025.762105201348},{"x":5434.651829265038,"y":5688.764460966719},{"x":4659.9686055120965,"y":5600.5355735039375},{"x":3631.0709338599563,"y":4456.633219805465},{"x":1993.31381539011,"y":4509.504095186193},{"x":906.0383936785289,"y":4228.30859731497},{"x":1167.3977547865854,"y":3150.1235718125313},{"x":1103.8949411923581,"y":1067.2739869409181},{"x":2720.1940739162674,"y":1221.1588341397855},{"x":4561.393910596233,"y":2437.4084662374617},{"x":6368.52090739578,"y":1862.4512568050093}]	[{"x":9536.632227777473,"y":760.3066473816855},{"x":8248.691316742526,"y":3145.603349205219},{"x":8013.834453389635,"y":4810.707189108325},{"x":9912.401641984598,"y":5208.383694376257},{"x":9821.62739757189,"y":7258.760871814323},{"x":5791.894173865262,"y":9166.464291405297},{"x":3324.6563127052295,"y":9189.780994298057},{"x":5229.616193738182,"y":7025.762105201348},{"x":5434.651829265038,"y":5688.764460966719},{"x":4659.9686055120965,"y":5600.5355735039375},{"x":3631.0709338599563,"y":4456.633219805465},{"x":1993.31381539011,"y":4509.504095186193},{"x":906.0383936785289,"y":4228.30859731497},{"x":1167.3977547865854,"y":3150.1235718125313},{"x":1103.8949411923581,"y":1067.2739869409181},{"x":2720.1940739162674,"y":1221.1588341397855},{"x":4561.393910596233,"y":2437.4084662374617},{"x":6368.52090739578,"y":1862.4512568050093}]	
34347.157849	326209100	25876	25875	34347.157849	5993900	190	125	[{"x":7303.413175284579,"y":9463.165826009905},{"x":5609.348778781732,"y":8353.195090312902},{"x":3619.7654940894795,"y":8135.073563121876},{"x":4664.332656929449,"y":7095.843305867825},{"x":5808.672414142307,"y":5250.495685947449},{"x":3185.0878392659506,"y":4267.650551194582},{"x":2635.0639848997557,"y":3962.2434663604604},{"x":2396.7388028519986,"y":3772.8418999043315},{"x":1848.3879345428331,"y":4770.297109164809},{"x":1006.969374768546,"y":2853.6871376278887},{"x":1777.8898658533262,"y":1641.0237592113997},{"x":2662.331635078838,"y":427.63182003697284},{"x":2988.3680164282027,"y":930.5657016587674},{"x":8077.972847662678,"y":599.1586926272474},{"x":7890.165093483958,"y":2510.328976712349},{"x":8256.009816274362,"y":4648.384605105863},{"x":7668.678183276585,"y":5392.0912750745765},{"x":9666.722410602915,"y":6657.170162747448}]	[{"x":7303.413175284579,"y":9463.165826009905},{"x":5609.348778781732,"y":8353.195090312902},{"x":3619.7654940894795,"y":8135.073563121876},{"x":4664.332656929449,"y":7095.843305867825},{"x":5808.672414142307,"y":5250.495685947449},{"x":3185.0878392659506,"y":4267.650551194582},{"x":2635.0639848997557,"y":3962.2434663604604},{"x":2396.7388028519986,"y":3772.8418999043315},{"x":1848.3879345428331,"y":4770.297109164809},{"x":1006.969374768546,"y":2853.6871376278887},{"x":1777.8898658533262,"y":1641.0237592113997},{"x":2662.331635078838,"y":427.63182003697284},{"x":2988.3680164282027,"y":930.5657016587674},{"x":8077.972847662678,"y":599.1586926272474},{"x":7890.165093483958,"y":2510.328976712349},{"x":8256.009816274362,"y":4648.384605105863},{"x":7668.678183276585,"y":5392.0912750745765},{"x":9666.722410602915,"y":6657.170162747448}]	
37257.220482	795988600	57000	56999	37257.220482	5001000	175	78	[{"x":1.8091620103116095,"y":1483.2018063758026},{"x":1829.599252246509,"y":175.39784515145482},{"x":3820.586770865848,"y":1337.1147221384765},{"x":8636.991689334682,"y":1605.6190644719131},{"x":9919.383459419538,"y":2807.742280109061},{"x":8365.640777857392,"y":4325.072208103234},{"x":9587.004092923726,"y":7044.762986855867},{"x":9040.035462142687,"y":7254.511761694742},{"x":9980.448436376557,"y":8704.930028541676},{"x":8585.943570677691,"y":8067.456022913476},{"x":7920.544351219474,"y":8531.540666563427},{"x":7712.716812322701,"y":8046.920373917529},{"x":5889.9024383070955,"y":5286.452466710002},{"x":4196.721802872882,"y":6272.439072319258},{"x":2190.7719780558505,"y":7714.493821852571},{"x":3153.798130475845,"y":4922.073239522107},{"x":1355.0341355026728,"y":3316.3598709254284},{"x":1624.1398202607425,"y":2766.2015818289547}]	[{"x":1.8091620103116095,"y":1483.2018063758026},{"x":1829.599252246509,"y":175.39784515145482},{"x":3820.586770865848,"y":1337.1147221384765},{"x":8636.991689334682,"y":1605.6190644719131},{"x":9919.383459419538,"y":2807.742280109061},{"x":8365.640777857392,"y":4325.072208103234},{"x":9587.004092923726,"y":7044.762986855867},{"x":9040.035462142687,"y":7254.511761694742},{"x":9980.448436376557,"y":8704.930028541676},{"x":8585.943570677691,"y":8067.456022913476},{"x":7920.544351219474,"y":8531.540666563427},{"x":7712.716812322701,"y":8046.920373917529},{"x":5889.9024383070955,"y":5286.452466710002},{"x":4196.721802872882,"y":6272.439072319258},{"x":2190.7719780558505,"y":7714.493821852571},{"x":3153.798130475845,"y":4922.073239522107},{"x":1355.0341355026728,"y":3316.3598709254284},{"x":1624.1398202607425,"y":2766.2015818289547}]	
34710.558730	111991400	11032	11031	34710.558730	1699900	69	21	[{"x":9823.543787767288,"y":4598.342654473743},{"x":8693.479638868183,"y":7616.016195571859},{"x":7338.794627065957,"y":6887.982595544071},{"x":6684.556351809322,"y":8433.719605690474},{"x":5761.288855429978,"y":6618.039729449101},{"x":4541.1240583764775,"y":7016.119978132551},{"x":3242.6845224606855,"y":8569.2959433174},{"x":2699.3540899955337,"y":9235.804311058464},{"x":816.919369079841,"y":8715.227959476224},{"x":1378.3368462298617,"y":6801.777863649224},{"x":1448.3706819610134,"y":6569.411490717684},{"x":95.1946377166139,"y":4903.826194400302},{"x":1158.9327417606928,"y":3232.623029428228},{"x":1926.3352081175,"y":4353.2460222320315},{"x":2783.64838401685,"y":5367.8021322458035},{"x":3903.5412570946837,"y":5003.916205464951},{"x":5542.207165595655,"y":3332.056386903226},{"x":6617.29156117544,"y":905.138334106796}]	[{"x":9823.543787767288,"y":4598.342654473743},{"x":8693.479638868183,"y":7616.016195571859},{"x":7338.794627065957,"y":6887.982595544071},{"x":6684.556351809322,"y":8433.719605690474},{"x":5761.288855429978,"y":6618.039729449101},{"x":4541.1240583764775,"y":7016.119978132551},{"x":3242.6845224606855,"y":8569.2959433174},{"x":2699.3540899955337,"y":9235.804311058464},{"x":816.919369079841,"y":8715.227959476224},{"x":1378.3368462298617,"y":6801.777863649224},{"x":1448.3706819610134,"y":6569.411490717684},{"x":95.1946377166139,"y":4903.826194400302},{"x":1158.9327417606928,"y":3232.623029428228},{"x":1926.3352081175,"y":4353.2460222320315},{"x":2783.64838401685,"y":5367.8021322458035},{"x":3903.5412570946837,"y":5003.916205464951},{"x":5542.207165595655,"y":3332.056386903226},{"x":6617.29156117544,"y":905.138334106796}]	
35212.380418	22013200	2482	2481	35212.380418	1000300	27	15	[{"x":9616.107068444779,"y":9495.329739933406},{"x":3654.044996821697,"y":9681.567069839448},{"x":2219.5561686549627,"y":8133.080267909329},{"x":2314.6676251535946,"y":6272.318774946152},{"x":417.0325828608485,"y":3985.2340143178526},{"x":383.66078174914804,"y":2919.9434787480454},{"x":1393.043457158397,"y":430.23661042690736},{"x":1908.3509599563322,"y":435.31081749860266},{"x":3111.7273716139616,"y":2766.644290176261},{"x":3784.528650081135,"y":3605.1232447017987},{"x":4810.22928533302,"y":3675.1666374098118},{"x":4864.065564507129,"y":4587.436235184191},{"x":4593.824048560646,"y":5724.041863783253},{"x":4937.305241561821,"y":5584.594782488559},{"x":5107.337816544918,"y":4872.492903518531},{"x":5632.482711282065,"y":4030.2428249603468},{"x":8838.272057756056,"y":3742.413078446803},{"x":9728.199875515435,"y":6200.67826486884}]	[{"x":9616.107068444779,"y":9495.329739933406},{"x":3654.044996821697,"y":9681.567069839448},{"x":2219.5561686549627,"y":8133.080267909329},{"x":2314.6676251535946,"y":6272.318774946152},{"x":417.0325828608485,"y":3985.2340143178526},{"x":383.66078174914804,"y":2919.9434787480454},{"x":1393.043457158397,"y":430.23661042690736},{"x":1908.3509599563322,"y":435.31081749860266},{"x":3111.7273716139616,"y":2766.644290176261},{"x":3784.528650081135,"y":3605.1232447017987},{"x":4810.22928533302,"y":3675.1666374098118},{"x":4864.065564507129,"y":4587.436235184191},{"x":4593.824048560646,"y":5724.041863783253},{"x":4937.305241561821,"y":5584.594782488559},{"x":5107.337816544918,"y":4872.492903518531},{"x":5632.482711282065,"y":4030.2428249603468},{"x":8838.272057756056,"y":3742.413078446803},{"x":9728.199875515435,"y":6200.67826486884}]	
37937.227728	96977500	8072	8071	37937.227728	3000700	77	50	[{"x":784.939147838608,"y":8588.784410042808},{"x":5102.249819489415,"y":6296.937800927514},{"x":4496.252284267024,"y":5015.450143981482},{"x":3396.0194776102503,"y":2445.61111592146},{"x":1957.0271672698118,"y":1970.2008418283167},{"x":2472.946815846746,"y":1568.8559412333386},{"x":4014.031136330175,"y":817.8569682161219},{"x":5358.10782288718,"y":1774.835369353643},{"x":5705.94751090774,"y":2168.216818338017},{"x":6140.909588974638,"y":54.11237985786984},{"x":7516.250998106617,"y":533.6019557424802},{"x":8313.60305847139,"y":88.55792074071442},{"x":9797.958326851596,"y":2040.714262692842},{"x":8948.83481837035,"y":5638.861568755224},{"x":9776.75001755926,"y":8165.141131006848},{"x":8681.098133381922,"y":7713.069378472241},{"x":7216.429849526334,"y":8111.01433031008},{"x":6099.424532925389,"y":8972.342889085123}]	[{"x":784.939147838608,"y":8588.784410042808},{"x":5102.249819489415,"y":6296.937800927514},{"x":4496.252284267024,"y":5015.450143981482},{"x":3396.0194776102503,"y":2445.61111592146},{"x":1957.0271672698118,"y":1970.2008418283167},{"x":2472.946815846746,"y":1568.8559412333386},{"x":4014.031136330175,"y":817.8569682161219},{"x":5358.10782288718,"y":1774.835369353643},{"x":5705.94751090774,"y":2168.216818338017},{"x":6140.909588974638,"y":54.11237985786984},{"x":7516.250998106617,"y":533.6019557424802},{"x":8313.60305847139,"y":88.55792074071442},{"x":9797.958326851596,"y":2040.714262692842},{"x":8948.83481837035,"y":5638.861568755224},{"x":9776.75001755926,"y":8165.141131006848},{"x":8681.098133381922,"y":7713.069378472241},{"x":7216.429849526334,"y":8111.01433031008},{"x":6099.424532925389,"y":8972.342889085123}]	
40739.469824	4453514100	291678	291634	40739.469824	67230000	2144	1343	[{"x":9737.429904755345,"y":20.037285285275697},{"x":8914.217538747507,"y":536.7649449585047},{"x":8664.314287566265,"y":1171.2196322726038},{"x":5789.23661653406,"y":4613.85567386312},{"x":6608.512750327904,"y":6765.7090922935595},{"x":9105.199115333531,"y":6728.442885411008},{"x":7330.70887886397,"y":9864.47685684755},{"x":3785.106920430896,"y":9171.892104405179},{"x":3104.196384035299,"y":9380.16601919241},{"x":2193.6285843352384,"y":7687.300055101655},{"x":2310.3472118127997,"y":5781.965043579309},{"x":1285.2287163064238,"y":6421.166654246441},{"x":431.1978950633089,"y":5515.025015694593},{"x":1512.8723823100645,"y":4244.307278581286},{"x":1502.320187587305,"y":2787.5210671013574},{"x":3679.871000390401,"y":4579.853837630975},{"x":4960.511594335058,"y":3386.923189906461},{"x":4557.212714192837,"y":757.7001872810276}]	[{"x":9737.429904755345,"y":20.037285285275697},{"x":8914.217538747507,"y":536.7649449585047},{"x":8664.314287566265,"y":1171.2196322726038},{"x":5789.23661653406,"y":4613.85567386312},{"x":6608.512750327904,"y":6765.7090922935595},{"x":9105.199115333531,"y":6728.442885411008},{"x":7330.70887886397,"y":9864.47685684755},{"x":3785.106920430896,"y":9171.892104405179},{"x":3104.196384035299,"y":9380.16601919241},{"x":2193.6285843352384,"y":7687.300055101655},{"x":2310.3472118127997,"y":5781.965043579309},{"x":1285.2287163064238,"y":6421.166654246441},{"x":431.1978950633089,"y":5515.025015694593},{"x":1512.8723823100645,"y":4244.307278581286},{"x":1502.320187587305,"y":2787.5210671013574},{"x":3679.871000390401,"y":4579.853837630975},{"x":4960.511594335058,"y":3386.923189906461},{"x":4557.212714192837,"y":757.7001872810276}]	
39869.403643	711391900	54329	54325	39869.403643	5004900	147	95	[{"x":9947.35383621249,"y":9538.015723230643},{"x":7892.793658009808,"y":6909.147779010368},{"x":7227.296828718209,"y":6298.666501872072},{"x":5350.723323472308,"y":5168.668312072109},{"x":4325.655084851232,"y":4521.1727338075725},{"x":1897.8293613887531,"y":5575.647974222784},{"x":1069.3776519469977,"y":9419.298106920001},{"x":1098.181897821717,"y":5554.739157258168},{"x":214.28769163074364,"y":5048.231120269415},{"x":1374.2525123508804,"y":3982.300167296819},{"x":2883.2696819716675,"y":2667.5920085031808},{"x":4526.046080148808,"y":2270.608861359134},{"x":5578.927477715587,"y":536.224001051938},{"x":7025.0192818561645,"y":981.2535271618679},{"x":9267.102539412717,"y":867.0893092748997},{"x":7836.187062699494,"y":2153.7180234447005},{"x":8343.428651946013,"y":5269.939172495105},{"x":9420.099472682752,"y":7004.917850152904}]	[{"x":9947.35383621249,"y":9538.015723230643},{"x":7892.793658009808,"y":6909.147779010368},{"x":7227.296828718209,"y":6298.666501872072},{"x":5350.723323472308,"y":5168.668312072109},{"x":4325.655084851232,"y":4521.1727338075725},{"x":1897.8293613887531,"y":5575.647974222784},{"x":1069.3776519469977,"y":9419.298106920001},{"x":1098.181897821717,"y":5554.739157258168},{"x":214.28769163074364,"y":5048.231120269415},{"x":1374.2525123508804,"y":3982.300167296819},{"x":2883.2696819716675,"y":2667.5920085031808},{"x":4526.046080148808,"y":2270.608861359134},{"x":5578.927477715587,"y":536.224001051938},{"x":7025.0192818561645,"y":981.2535271618679},{"x":9267.102539412717,"y":867.0893092748997},{"x":7836.187062699494,"y":2153.7180234447005},{"x":8343.428651946013,"y":5269.939172495105},{"x":9420.099472682752,"y":7004.917850152904}]	
37090.516219	2828169400	183233	183232	37090.516219	5000500	146	86	[{"x":7415.157947512365,"y":9851.461664318587},{"x":6288.119609911512,"y":8854.22672199862},{"x":3317.850606263654,"y":6355.282721696552},{"x":1119.3057879990274,"y":8115.704502941619},{"x":888.8744900342436,"y":6717.148284227917},{"x":236.93610356053384,"y":6226.2954160274185},{"x":1752.9607416248102,"y":5933.308346565676},{"x":2028.2215922157081,"y":4104.217760036552},{"x":1668.6732143951472,"y":907.6354440007431},{"x":4123.705653282694,"y":3091.9748820915597},{"x":5243.00798564945,"y":2079.9469378895974},{"x":5713.191699650075,"y":1222.7963391089306},{"x":7275.230983726838,"y":1438.238785757775},{"x":8386.134783404634,"y":641.8149173201774},{"x":9456.782978885514,"y":1950.357578046598},{"x":8177.351926653039,"y":1638.5427786153527},{"x":7744.5264540701355,"y":2640.5317888473774},{"x":7380.8313396988115,"y":6559.14463689389}]	[{"x":7415.157947512365,"y":9851.461664318587},{"x":6288.119609911512,"y":8854.22672199862},{"x":3317.850606263654,"y":6355.282721696552},{"x":1119.3057879990274,"y":8115.704502941619},{"x":888.8744900342436,"y":6717.148284227917},{"x":236.93610356053384,"y":6226.2954160274185},{"x":1752.9607416248102,"y":5933.308346565676},{"x":2028.2215922157081,"y":4104.217760036552},{"x":1668.6732143951472,"y":907.6354440007431},{"x":4123.705653282694,"y":3091.9748820915597},{"x":5243.00798564945,"y":2079.9469378895974},{"x":5713.191699650075,"y":1222.7963391089306},{"x":7275.230983726838,"y":1438.238785757775},{"x":8386.134783404634,"y":641.8149173201774},{"x":9456.782978885514,"y":1950.357578046598},{"x":8177.351926653039,"y":1638.5427786153527},{"x":7744.5264540701355,"y":2640.5317888473774},{"x":7380.8313396988115,"y":6559.14463689389}]	
