heap_len	heap_nanos	heap_iterations	heap_clones	heap_mc_len	heap_mc_nanos	heap_mc_iterations	heap_mc_clones	heap_circuit	heap_mc_circuit	
30134.852186	572347200	47370	47369	30134.852186	9005900	260	160	[{"x":9777.279405569414,"y":2335.8606778943754},{"x":9726.772908812885,"y":5738.107078478037},{"x":8160.872920128446,"y":7483.54143739991},{"x":8168.022816731103,"y":7715.455868454981},{"x":6348.055617012268,"y":7691.35007244252},{"x":5595.405816903529,"y":7397.261850618465},{"x":3704.309796187143,"y":7488.842487527589},{"x":3567.919576744979,"y":7784.275266057785},{"x":1124.0083537792848,"y":7294.594545815566},{"x":2558.7670340625614,"y":5126.269189263359},{"x":1574.4669451174072,"y":4244.14243352123},{"x":2572.7918318230695,"y":4212.13383706286},{"x":4827.033982386423,"y":4424.269245967522},{"x":5463.336950753177,"y":5388.8783093801085},{"x":6191.16684552129,"y":4653.4619682327175},{"x":4830.618892154821,"y":3054.287898462606},{"x":6608.309409057006,"y":1885.273454300192},{"x":9101.52734478093,"y":2357.252458907635}]	[{"x":9777.279405569414,"y":2335.8606778943754},{"x":9726.772908812885,"y":5738.107078478037},{"x":8160.872920128446,"y":7483.54143739991},{"x":8168.022816731103,"y":7715.455868454981},{"x":6348.055617012268,"y":7691.35007244252},{"x":5595.405816903529,"y":7397.261850618465},{"x":3704.309796187143,"y":7488.842487527589},{"x":3567.919576744979,"y":7784.275266057785},{"x":1124.0083537792848,"y":7294.594545815566},{"x":2558.7670340625614,"y":5126.269189263359},{"x":1574.4669451174072,"y":4244.14243352123},{"x":2572.7918318230695,"y":4212.13383706286},{"x":4827.033982386423,"y":4424.269245967522},{"x":5463.336950753177,"y":5388.8783093801085},{"x":6191.16684552129,"y":4653.4619682327175},{"x":4830.618892154821,"y":3054.287898462606},{"x":6608.309409057006,"y":1885.273454300192},{"x":9101.52734478093,"y":2357.252458907635}]	
35995.095329	1276514900	95461	95460	35995.095329	15003300	440	341	[{"x":318.85499173544883,"y":9520.564380307493},{"x":1836.7101882115314,"y":7409.5308011520965},{"x":1388.7119735051588,"y":1890.991088086155},{"x":4881.6290691830045,"y":3614.262257625185},{"x":5439.094364756358,"y":4480.854681408513},{"x":6949.851609237477,"y":4949.267064272971},{"x":7399.2795237120645,"y":3773.3915250185696},{"x":7628.919838166052,"y":3833.0209666313726},{"x":8447.827669337015,"y":4462.131221460759},{"x":8542.28804286477,"y":4181.500174076358},{"x":9130.19614292284,"y":3716.756128281844},{"x":9612.318693184065,"y":5755.479790507826},{"x":9200.226714224418,"y":7300.577887630238},{"x":8510.984791892513,"y":9100.451482147906},{"x":7355.9362362878455,"y":9723.675934632854},{"x":5225.744187124692,"y":9410.027880672613},{"x":5839.525069897256,"y":6913.954681457247},{"x":3827.0423081639897,"y":7642.015570671457}]	[{"x":318.85499173544883,"y":9520.564380307493},{"x":1836.7101882115314,"y":7409.5308011520965},{"x":1388.7119735051588,"y":1890.991088086155},{"x":4881.6290691830045,"y":3614.262257625185},{"x":5439.094364756358,"y":4480.854681408513},{"x":6949.851609237477,"y":4949.267064272971},{"x":7399.2795237120645,"y":3773.3915250185696},{"x":7628.919838166052,"y":3833.0209666313726},{"x":8447.827669337015,"y":4462.131221460759},{"x":8542.28804286477,"y":4181.500174076358},{"x":9130.19614292284,"y":3716.756128281844},{"x":9612.318693184065,"y":5755.479790507826},{"x":9200.226714224418,"y":7300.577887630238},{"x":8510.984791892513,"y":9100.451482147906},{"x":7355.9362362878455,"y":9723.675934632854},{"x":5225.744187124692,"y":9410.027880672613},{"x":5839.525069897256,"y":6913.954681457247},{"x":3827.0423081639897,"y":7642.015570671457}]	
40892.762048	1169336200	86321	86319	40892.762048	50015000	1612	1054	[{"x":9693.850023872255,"y":9240.683871169653},{"x":5598.89278973263,"y":9908.61691008673},{"x":5680.584472596099,"y":7752.25754798364},{"x":2418.7203767134433,"y":8640.43234109946},{"x":1995.7515797751223,"y":8667.536350512732},{"x":1876.5409569584826,"y":9534.145357956728},{"x":436.07926336385043,"y":9312.833803265323},{"x":1233.3499178561367,"y":8543.025361792115},{"x":247.2764880603109,"y":4985.061597392706},{"x":2471.942750700889,"y":5206.235515240099},{"x":4359.92695942892,"y":5632.486876862083},{"x":3586.765347726244,"y":3572.9062646274324},{"x":2799.0111532707306,"y":2768.099637972773},{"x":2123.564176387745,"y":1078.0161946997978},{"x":2676.4626199697955,"y":1007.8871419986535},{"x":6685.8583786815125,"y":126.9090311449855},{"x":7994.955669972776,"y":3992.0644398600703},{"x":8818.867668518238,"y":7852.881308293287}]	[{"x":9693.850023872255,"y":9240.683871169653},{"x":5598.89278973263,"y":9908.61691008673},{"x":5680.584472596099,"y":7752.25754798364},{"x":2418.7203767134433,"y":8640.43234109946},{"x":1995.7515797751223,"y":8667.536350512732},{"x":1876.5409569584826,"y":9534.145357956728},{"x":436.07926336385043,"y":9312.833803265323},{"x":1233.3499178561367,"y":8543.025361792115},{"x":247.2764880603109,"y":4985.061597392706},{"x":2471.942750700889,"y":5206.235515240099},{"x":4359.92695942892,"y":5632.486876862083},{"x":3586.765347726244,"y":3572.9062646274324},{"x":2799.0111532707306,"y":2768.099637972773},{"x":2123.564176387745,"y":1078.0161946997978},{"x":2676.4626199697955,"y":1007.8871419986535},{"x":6685.8583786815125,"y":126.9090311449855},{"x":7994.955669972776,"y":3992.0644398600703},{"x":8818.867668518238,"y":7852.881308293287}]	
36247.746222	12019962300	659485	659484	36247.746222	59538900	1580	1260	[{"x":474.6683232135474,"y":531.9854501896708},{"x":5554.932104850832,"y":2445.7239305752346},{"x":5493.440559554316,"y":4151.992970514758},{"x":5623.562254737996,"y":4410.814788610104},{"x":5147.4469517710395,"y":4068.345537619821},{"x":4009.384459329327,"y":4235.008044498592},{"x":3968.57801450739,"y":5040.197205631442},{"x":6793.9497856592625,"y":7659.778611503485},{"x":7902.5827027259475,"y":8037.265326561963},{"x":8482.523503566857,"y":8021.595718731297},{"x":8973.914635186493,"y":8948.064803668636},{"x":6298.2060681571775,"y":9120.394544983985},{"x":4503.773079972522,"y":7792.601346453826},{"x":2976.533692634731,"y":7279.252192433856},{"x":1752.2382147524047,"y":8944.27503468154},{"x":541.2683801125319,"y":9874.382429869243},{"x":933.5702117687739,"y":8888.709929664506},{"x":97.58839230908346,"y":2514.6583820879496}]	[{"x":474.6683232135474,"y":531.9854501896708},{"x":5554.932104850832,"y":2445.7239305752346},{"x":5493.440559554316,"y":4151.992970514758},{"x":5623.562254737996,"y":4410.814788610104},{"x":5147.4469517710395,"y":4068.345537619821},{"x":4009.384459329327,"y":4235.008044498592},{"x":3968.57801450739,"y":5040.197205631442},{"x":6793.9497856592625,"y":7659.778611503485},{"x":7902.5827027259475,"y":8037.265326561963},{"x":8482.523503566857,"y":8021.595718731297},{"x":8973.914635186493,"y":8948.064803668636},{"x":6298.2060681571775,"y":9120.394544983985},{"x":4503.773079972522,"y":7792.601346453826},{"x":2976.533692634731,"y":7279.252192433856},{"x":1752.2382147524047,"y":8944.27503468154},{"x":541.2683801125319,"y":9874.382429869243},{"x":933.5702117687739,"y":8888.709929664506},{"x":97.58839230908346,"y":2514.6583820879496}]	
35269.826039	1097753100	85395	85394	35269.826039	4001000	135	80	[{"x":929.7667266224885,"y":2723.252042083552},{"x":6372.820383630643,"y":2996.5443999341455},{"x":7619.325922628865,"y":1824.7757702591964},{"x":7721.967769325759,"y":1695.2025317698947},{"x":7973.697099282169,"y":4669.734086434858},{"x":8762.487010081102,"y":6170.849461296313},{"x":9342.333246266735,"y":7690.261713696746},{"x":9455.125858042815,"y":9978.160256110126},{"x":7721.213106811205,"y":9701.235252847255},{"x":7729.488757824647,"y":8752.970536162053},{"x":5096.503372439472,"y":7639.499932175022},{"x":4708.695595936647,"y":7625.768556017435},{"x":3462.7430806580205,"y":8226.32653272414},{"x":3332.2194588459774,"y":9082.966698485574},{"x":1965.9773159193608,"y":8738.369608520159},{"x":1814.320395897336,"y":8884.635254349798},{"x":1667.1989613681367,"y":9614.186137207678},{"x":243.91844596560236,"y":9998.158386387315}]	[{"x":929.7667266224885,"y":2723.252042083552},{"x":6372.820383630643,"y":2996.5443999341455},{"x":7619.325922628865,"y":1824.7757702591964},{"x":7721.967769325759,"y":1695.2025317698947},{"x":7973.697099282169,"y":4669.734086434858},{"x":8762.487010081102,"y":6170.849461296313},{"x":9342.333246266735,"y":7690.261713696746},{"x":9455.125858042815,"y":9978.160256110126},{"x":7721.213106811205,"y":9701.235252847255},{"x":7729.488757824647,"y":8752.970536162053},{"x":5096.503372439472,"y":7639.499932175022},{"x":4708.695595936647,"y":7625.768556017435},{"x":3462.7430806580205,"y":8226.32653272414},{"x":3332.2194588459774,"y":9082.966698485574},{"x":1965.9773159193608,"y":8738.369608520159},{"x":1814.320395897336,"y":8884.635254349798},{"x":1667.1989613681367,"y":9614.186137207678},{"x":243.91844596560236,"y":9998.158386387315}]	
39961.785492	771288100	68589	68545	39961.785492	11002600	417	286	[{"x":1604.2909345635778,"y":9706.717515982162},{"x":950.4914499591558,"y":5439.6973169757775},{"x":3753.9506700003412,"y":5962.398973206966},{"x":4539.142834693406,"y":4515.243541888856},{"x":5311.388641292641,"y":3031.802133187329},{"x":3885.9189009333845,"y":2394.465513831223},{"x":2217.444337877223,"y":1772.8139960678084},{"x":5733.808151063383,"y":578.6279399947409},{"x":6076.971025157878,"y":635.4674061957863},{"x":8338.100702296008,"y":2047.240018946358},{"x":9566.702891274073,"y":4304.094358569302},{"x":7734.619495735054,"y":5365.852633891459},{"x":6276.528836493535,"y":5957.776506441846},{"x":9298.758523608827,"y":7394.0994480184045},{"x":6886.7840267027095,"y":8946.744866514538},{"x":6534.350673342046,"y":8497.30303190705},{"x":4960.27616146639,"y":7823.574162894046},{"x":3833.5785180505154,"y":7196.6855565936075}]	[{"x":1604.2909345635778,"y":9706.717515982162},{"x":950.4914499591558,"y":5439.6973169757775},{"x":3753.9506700003412,"y":5962.398973206966},{"x":4539.142834693406,"y":4515.243541888856},{"x":5311.388641292641,"y":3031.802133187329},{"x":3885.9189009333845,"y":2394.465513831223},{"x":2217.444337877223,"y":1772.8139960678084},{"x":5733.808151063383,"y":578.6279399947409},{"x":6076.971025157878,"y":635.4674061957863},{"x":8338.100702296008,"y":2047.240018946358},{"x":9566.702891274073,"y":4304.094358569302},{"x":7734.619495735054,"y":5365.852633891459},{"x":6276.528836493535,"y":5957.776506441846},{"x":9298.758523608827,"y":7394.0994480184045},{"x":6886.7840267027095,"y":8946.744866514538},{"x":6534.350673342046,"y":8497.30303190705},{"x":4960.27616146639,"y":7823.574162894046},{"x":3833.5785180505154,"y":7196.6855565936075}]	
32652.195403	1027474900	64491	64490	32652.195403	4501100	118	85	[{"x":8399.734315668158,"y":1735.5024036304167},{"x":7765.4445493977655,"y":2893.504863647813},{"x":7593.65701492957,"y":4552.441222403976},{"x":7845.801701140166,"y":5735.955823348588},{"x":7085.025978617716,"y":5672.3866627502575},{"x":5374.497701498121,"y":5053.70641782567},{"x":5446.948177326381,"y":6348.387857509396},{"x":6040.487929226186,"y":6922.230853994004},{"x":7043.695333184065,"y":7488.588148300421},{"x":8481.846917772833,"y":7757.915134659823},{"x":5267.209495200026,"y":8408.530015152497},{"x":3189.17269241885,"y":7866.487431626533},{"x":2066.685316515103,"y":9015.9961911711},{"x":474.7778785061999,"y":6210.82953405806},{"x":1120.214122616134,"y":5615.3232159310455},{"x":2299.7349110126615,"y":3790.8038102798296},{"x":2606.792337074284,"y":1944.4732508838965},{"x":3600.257516498791,"y":1385.4053974390777}]	[{"x":8399.734315668158,"y":1735.5024036304167},{"x":7765.4445493977655,"y":2893.504863647813},{"x":7593.65701492957,"y":4552.441222403976},{"x":7845.801701140166,"y":5735.955823348588},{"x":7085.025978617716,"y":5672.3866627502575},{"x":5374.497701498121,"y":5053.70641782567},{"x":5446.948177326381,"y":6348.387857509396},{"x":6040.487929226186,"y":6922.230853994004},{"x":7043.695333184065,"y":7488.588148300421},{"x":8481.846917772833,"y":7757.915134659823},{"x":5267.209495200026,"y":8408.530015152497},{"x":3189.17269241885,"y":7866.487431626533},{"x":2066.685316515103,"y":9015.9961911711},{"x":474.7778785061999,"y":6210.82953405806},{"x":1120.214122616134,"y":5615.3232159310455},{"x":2299.7349110126615,"y":3790.8038102798296},{"x":2606.792337074284,"y":1944.4732508838965},{"x":3600.257516498791,"y":1385.4053974390777}]	
36816.067034	93868400	7661	7660	36816.067034	1001600	39	15	[{"x":7655.667213434998,"y":9656.313434653077},{"x":4619.755866461986,"y":9574.59252301832},{"x":1387.888919578312,"y":7255.635023638903},{"x":786.8503393611076,"y":6296.24395303455},{"x":485.187543910745,"y":4778.586953541061},{"x":1027.5544790691429,"y":3284.3675280695884},{"x":3283.225794563727,"y":4075.354062895026},{"x":5769.229391622212,"y":5173.198916184781},{"x":5261.3658199667425,"y":4783.256054787362},{"x":4693.408687948103,"y":3982.629230768573},{"x":4651.191065392485,"y":2181.1590271285095},{"x":3748.8973799951486,"y":307.13286376010257},{"x":6692.755791582148,"y":1489.3562964156613},{"x":6770.5393418671965,"y":1272.6316806497289},{"x":8907.840693191822,"y":1592.050397648111},{"x":9445.80317408039,"y":3473.7688536404708},{"x":8085.106120548798,"y":5590.032941296395},{"x":6563.511611559026,"y":7314.7582312429195}]	[{"x":7655.667213434998,"y":9656.313434653077},{"x":4619.755866461986,"y":9574.59252301832},{"x":1387.888919578312,"y":7255.635023638903},{"x":786.8503393611076,"y":6296.24395303455},{"x":485.187543910745,"y":4778.586953541061},{"x":1027.5544790691429,"y":3284.3675280695884},{"x":3283.225794563727,"y":4075.354062895026},{"x":5769.229391622212,"y":5173.198916184781},{"x":5261.3658199667425,"y":4783.256054787362},{"x":4693.408687948103,"y":3982.629230768573},{"x":4651.191065392485,"y":2181.1590271285095},{"x":3748.8973799951486,"y":307.13286376010257},{"x":6692.755791582148,"y":1489.3562964156613},{"x":6770.5393418671965,"y":1272.6316806497289},{"x":8907.840693191822,"y":1592.050397648111},{"x":9445.80317408039,"y":3473.7688536404708},{"x":8085.106120548798,"y":5590.032941296395},{"x":6563.511611559026,"y":7314.7582312429195}]	
33753.825319	51134500	4877	4876	33753.825319	0	17	6	[{"x":7486.641889424537,"y":9007.986790832794},{"x":2321.7138497007622,"y":8702.14626911279},{"x":2689.8206569342524,"y":6949.543801223956},{"x":3576.1759904936703,"y":4789.605500495182},{"x":1629.362911567472,"y":3661.8043233773446},{"x":1050.914344115623,"y":3764.464581160172},{"x":1153.8287283636346,"y":2740.8174179806206},{"x":367.44533328407306,"y":2519.27805187275},{"x":24.286065387320257,"y":1782.7943562833998},{"x":874.7262417450116,"y":234.54238662976857},{"x":2143.2605421548337,"y":36.2398562588801},{"x":5707.94028396479,"y":523.5090378684735},{"x":5912.492943647765,"y":603.6370838050888},{"x":7911.198358474412,"y":1903.4109058595034},{"x":9134.430638848818,"y":1641.5750225553052},{"x":9652.749029046769,"y":2974.9008804082405},{"x":6877.565086530448,"y":6744.034777611734},{"x":7040.714497632228,"y":7344.426391389238}]	[{"x":7486.641889424537,"y":9007.986790832794},{"x":2321.7138497007622,"y":8702.14626911279},{"x":2689.8206569342524,"y":6949.543801223956},{"x":3576.1759904936703,"y":4789.605500495182},{"x":1629.362911567472,"y":3661.8043233773446},{"x":1050.914344115623,"y":3764.464581160172},{"x":1153.8287283636346,"y":2740.8174179806206},{"x":367.44533328407306,"y":2519.27805187275},{"x":24.286065387320257,"y":1782.7943562833998},{"x":874.7262417450116,"y":234.54238662976857},{"x":2143.2605421548337,"y":36.2398562588801},{"x":5707.94028396479,"y":523.5090378684735},{"x":5912.492943647765,"y":603.6370838050888},{"x":7911.198358474412,"y":1903.4109058595034},{"x":9134.430638848818,"y":1641.5750225553052},{"x":9652.749029046769,"y":2974.9008804082405},{"x":6877.565086530448,"y":6744.034777611734},{"x":7040.714497632228,"y":7344.426391389238}]	
39928.502912	37818400	3617	3616	39928.502912	1999800	73	42	[{"x":562.4787822634181,"y":1970.6440061683074},{"x":3441.8223402217836,"y":2473.551039953595},{"x":6234.275267039273,"y":3503.888439890311},{"x":5856.041021683638,"y":705.0691372395455},{"x":8524.59541453925,"y":986.7010076358558},{"x":9686.119450252114,"y":2897.937591219489},{"x":8521.38634127871,"y":5468.280326056983},{"x":9808.441894074673,"y":7235.761301150381},{"x":9476.936695748813,"y":9156.940032076804},{"x":9186.865953490098,"y":8758.355130720352},{"x":7355.643350097162,"y":6231.935068393375},{"x":6662.107394465984,"y":6067.664742623807},{"x":5136.752148538784,"y":6917.472350308044},{"x":4420.429599764344,"y":8860.708141742609},{"x":4350.9961251077275,"y":9811.598131493925},{"x":2342.900636486864,"y":9879.280641713836},{"x":1050.9738547578522,"y":6483.769617958585},{"x":415.97685838945,"y":2362.5014957488406}]	[{"x":562.4787822634181,"y":1970.6440061683074},{"x":3441.8223402217836,"y":2473.551039953595},{"x":6234.275267039273,"y":3503.888439890311},{"x":5856.041021683638,"y":705.0691372395455},{"x":8524.59541453925,"y":986.7010076358558},{"x":9686.119450252114,"y":2897.937591219489},{"x":8521.38634127871,"y":5468.280326056983},{"x":9808.441894074673,"y":7235.761301150381},{"x":9476.936695748813,"y":9156.940032076804},{"x":9186.865953490098,"y":8758.355130720352},{"x":7355.643350097162,"y":6231.935068393375},{"x":6662.107394465984,"y":6067.664742623807},{"x":5136.752148538784,"y":6917.472350308044},{"x":4420.429599764344,"y":8860.708141742609},{"x":4350.9961251077275,"y":9811.598131493925},{"x":2342.900636486864,"y":9879.280641713836},{"x":1050.9738547578522,"y":6483.769617958585},{"x":415.97685838945,"y":2362.5014957488406}]	
37629.402197	74016900	6433	6432	37629.402197	3001100	64	54	[{"x":9632.101689289282,"y":1865.1667833333304},{"x":9116.100645051461,"y":4950.050147125417},{"x":7162.191826326814,"y":6365.9675799488405},{"x":9848.424011939122,"y":8087.5637972715895},{"x":8491.38565793088,"y":9832.79444132384},{"x":6879.447616339338,"y":9949.546563266931},{"x":4294.8707826244445,"y":8625.063094780726},{"x":1864.6390871649965,"y":9139.864048057789},{"x":217.99447490281227,"y":8968.670582462231},{"x":617.9721195509924,"y":7053.585131736888},{"x":82.92656547831433,"y":4658.005163996974},{"x":2424.381310811929,"y":3661.5794687436382},{"x":2570.26838698656,"y":3326.7571789737744},{"x":1970.150279044199,"y":2531.9655803909195},{"x":2857.110268865723,"y":2483.013840823579},{"x":3262.779215730722,"y":1931.4983087940338},{"x":3275.10768566855,"y":514.7824267320207},{"x":6085.244170789819,"y":248.2089004888796}]	[{"x":9632.101689289282,"y":1865.1667833333304},{"x":9116.100645051461,"y":4950.050147125417},{"x":7162.191826326814,"y":6365.9675799488405},{"x":9848.424011939122,"y":8087.5637972715895},{"x":8491.38565793088,"y":9832.79444132384},{"x":6879.447616339338,"y":9949.546563266931},{"x":4294.8707826244445,"y":8625.063094780726},{"x":1864.6390871649965,"y":9139.864048057789},{"x":217.99447490281227,"y":8968.670582462231},{"x":617.9721195509924,"y":7053.585131736888},{"x":82.92656547831433,"y":4658.005163996974},{"x":2424.381310811929,"y":3661.5794687436382},{"x":2570.26838698656,"y":3326.7571789737744},{"x":1970.150279044199,"y":2531.9655803909195},{"x":2857.110268865723,"y":2483.013840823579},{"x":3262.779215730722,"y":1931.4983087940338},{"x":3275.10768566855,"y":514.7824267320207},{"x":6085.244170789819,"y":248.2089004888796}]	
36212.975579	9294478300	556548	556542	36212.975579	55011800	1551	1096	[{"x":6827.839964753211,"y":92.95200060440908},{"x":9964.693103007176,"y":4033.580675224432},{"x":8910.592563116552,"y":4528.835815890547},{"x":7140.362730934577,"y":4093.6182837193387},{"x":6027.924631747637,"y":4124.8317416951295},{"x":6887.480642506185,"y":5956.465745663751},{"x":9046.86326605326,"y":8765.77104717247},{"x":9599.843600488217,"y":9242.06263963328},{"x":8767.080510217682,"y":9978.434023754047},{"x":5907.248339454778,"y":7959.8252055859775},{"x":3990.166648127983,"y":9126.93930886092},{"x":5102.5827427726335,"y":7596.257490152564},{"x":5124.784664521135,"y":7146.91041556182},{"x":4656.784346732218,"y":6604.985330224234},{"x":4353.962531647699,"y":5093.080389391181},{"x":2003.214469002046,"y":4207.763123722715},{"x":5096.568202190608,"y":3140.5106878881506},{"x":5855.708948701476,"y":1315.549411885735}]	[{"x":6827.839964753211,"y":92.95200060440908},{"x":9964.693103007176,"y":4033.580675224432},{"x":8910.592563116552,"y":4528.835815890547},{"x":7140.362730934577,"y":4093.6182837193387},{"x":6027.924631747637,"y":4124.8317416951295},{"x":6887.480642506185,"y":5956.465745663751},{"x":9046.86326605326,"y":8765.77104717247},{"x":9599.843600488217,"y":9242.06263963328},{"x":8767.080510217682,"y":9978.434023754047},{"x":5907.248339454778,"y":7959.8252055859775},{"x":3990.166648127983,"y":9126.93930886092},{"x":5102.5827427726335,"y":7596.257490152564},{"x":5124.784664521135,"y":7146.91041556182},{"x":4656.784346732218,"y":6604.985330224234},{"x":4353.962531647699,"y":5093.080389391181},{"x":2003.214469002046,"y":4207.763123722715},{"x":5096.568202190608,"y":3140.5106878881506},{"x":5855.708948701476,"y":1315.549411885735}]	
36449.148529	42516400	4701	4700	36449.148529	1000900	35	19	[{"x":9836.572587994078,"y":7605.930642285629},{"x":6451.3914173573085,"y":9778.868852519614},{"x":4286.1146016184475,"y":9489.824270837224},{"x":5101.012573357093,"y":7822.492587172605},{"x":4468.146674680336,"y":6365.356352679098},{"x":3310.846366962919,"y":5404.896031041721},{"x":1911.4769551455054,"y":3960.5328414691853},{"x":1633.383126202186,"y":3899.3706957914433},{"x":2502.7679338999983,"y":3436.10464590177},{"x":1413.1468599385607,"y":1719.181058271984},{"x":355.6057621648999,"y":656.61131850357},{"x":1573.9341063511035,"y":528.6787711060445},{"x":4130.6729713507175,"y":894.9525252776975},{"x":5729.389338115818,"y":1104.9898457895165},{"x":7966.016293967957,"y":394.1825279278934},{"x":9684.579134943117,"y":794.6184564912727},{"x":7320.772082313526,"y":4329.422242463373},{"x":7271.73335640399,"y":5996.983685202698}]	[{"x":9836.572587994078,"y":7605.930642285629},{"x":6451.3914173573085,"y":9778.868852519614},{"x":4286.1146016184475,"y":9489.824270837224},{"x":5101.012573357093,"y":7822.492587172605},{"x":4468.146674680336,"y":6365.356352679098},{"x":3310.846366962919,"y":5404.896031041721},{"x":1911.4769551455054,"y":3960.5328414691853},{"x":1633.383126202186,"y":3899.3706957914433},{"x":2502.7679338999983,"y":3436.10464590177},{"x":1413.1468599385607,"y":1719.181058271984},{"x":355.6057621648999,"y":656.61131850357},{"x":1573.9341063511035,"y":528.6787711060445},{"x":4130.6729713507175,"y":894.9525252776975},{"x":5729.389338115818,"y":1104.9898457895165},{"x":7966.016293967957,"y":394.1825279278934},{"x":9684.579134943117,"y":794.6184564912727},{"x":7320.772082313526,"y":4329.422242463373},{"x":7271.73335640399,"y":5996.983685202698}]	
34806.604303	49895500	3243	3242	34806.604303	10002500	47	22	[{"x":1634.332296660039,"y":256.6559769033625},{"x":7912.19410472081,"y":2566.938460035649},{"x":9861.81553014542,"y":4868.575766740061},{"x":8268.348453235836,"y":7671.824342245261},{"x":6786.35038176662,"y":7646.790355569365},{"x":6474.759764149059,"y":7978.1516265404025},{"x":6873.559052931138,"y":8589.813778040965},{"x":6097.161803207631,"y":8953.516596054611},{"x":5213.665774989825,"y":9101.190178711155},{"x":2599.1909075541425,"y":9831.49771841028},{"x":1340.6651278921972,"y":8803.500851496388},{"x":1341.540428438077,"y":7619.148273869668},{"x":2703.438815784205,"y":6699.517487855798},{"x":2968.1493305384865,"y":7757.612412707311},{"x":4470.470264378527,"y":6900.641007248517},{"x":3721.0030982488283,"y":5387.664517037344},{"x":2926.9042007064745,"y":3205.902182342696},{"x":1464.3416618672507,"y":1293.165627589898}]	[{"x":1634.332296660039,"y":256.6559769033625},{"x":7912.19410472081,"y":2566.938460035649},{"x":9861.81553014542,"y":4868.575766740061},{"x":8268.348453235836,"y":7671.824342245261},{"x":6786.35038176662,"y":7646.790355569365},{"x":6474.759764149059,"y":7978.1516265404025},{"x":6873.559052931138,"y":8589.813778040965},{"x":6097.161803207631,"y":8953.516596054611},{"x":5213.665774989825,"y":9101.190178711155},{"x":2599.1909075541425,"y":9831.49771841028},{"x":1340.6651278921972,"y":8803.500851496388},{"x":1341.540428438077,"y":7619.148273869668},{"x":2703.438815784205,"y":6699.517487855798},{"x":2968.1493305384865,"y":7757.612412707311},{"x":4470.470264378527,"y":6900.641007248517},{"x":3721.0030982488283,"y":5387.664517037344},{"x":2926.9042007064745,"y":3205.902182342696},{"x":1464.3416618672507,"y":1293.165627589898}]	
36273.503968	150280600	8958	8957	36273.503968	2000400	77	35	[{"x":258.45990182877966,"y":1424.771015747441},{"x":1701.7322576728905,"y":607.7464455435928},{"x":1886.429321199109,"y":1171.5365275560976},{"x":5600.802579771966,"y":3494.3406088399083},{"x":7017.655046346857,"y":4521.849574500736},{"x":9174.97900030486,"y":2792.933491056384},{"x":9265.254881008148,"y":2932.117427942951},{"x":9561.727653156728,"y":3665.9005429579915},{"x":7911.496759289484,"y":6119.179142917549},{"x":8086.396401644032,"y":7215.336501194222},{"x":8066.379074146621,"y":8069.704346368598},{"x":6097.5577199338495,"y":6944.0767441164335},{"x":3797.935395379103,"y":5665.771637618499},{"x":4199.316104530548,"y":7386.851417336849},{"x":3906.8857447505247,"y":9620.053232002487},{"x":1226.9565514592891,"y":8296.953448800563},{"x":1212.2860053039092,"y":7752.953447077762},{"x":61.56927008380671,"y":6558.403263937903}]	[{"x":258.45990182877966,"y":1424.771015747441},{"x":1701.7322576728905,"y":607.7464455435928},{"x":1886.429321199109,"y":1171.5365275560976},{"x":5600.802579771966,"y":3494.3406088399083},{"x":7017.655046346857,"y":4521.849574500736},{"x":9174.97900030486,"y":2792.933491056384},{"x":9265.254881008148,"y":2932.117427942951},{"x":9561.727653156728,"y":3665.9005429579915},{"x":7911.496759289484,"y":6119.179142917549},{"x":8086.396401644032,"y":7215.336501194222},{"x":8066.379074146621,"y":8069.704346368598},{"x":6097.5577199338495,"y":6944.0767441164335},{"x":3797.935395379103,"y":5665.771637618499},{"x":4199.316104530548,"y":7386.851417336849},{"x":3906.8857447505247,"y":9620.053232002487},{"x":1226.9565514592891,"y":8296.953448800563},{"x":1212.2860053039092,"y":7752.953447077762},{"x":61.56927008380671,"y":6558.403263937903}]	
